member_no,lastname,firstname,middleinitial,street,city,state_prov,country,mail_code,phone_no,issue_dt,expr_dt,corp_no,prev_balance,curr_balance,member_code
1970,TOLSKY,EJNPUPNRNZRXTB, , , ,  ,  ,          ,             ,1999-10-13 10:41:57.410,2000-12-10 10:41:57.410,NULL,0.00,0.00,  
1971,UNAKLET,WUTQS, , , ,  ,  ,          ,             ,1999-10-13 10:41:57.420,2000-12-10 10:41:57.420,354,0.00,0.00,  
1972,VANN,AQDYHUWMBWEV, , , ,  ,  ,          ,             ,1999-10-13 10:41:57.420,2000-12-10 10:41:57.420,NULL,0.00,0.00,  
1973,WOLFMULE,LEQKTOB, , , ,  ,  ,          ,             ,1999-10-13 10:41:57.420,2000-12-10 10:41:57.420,288,0.00,0.00,  
1974,XAVIER,WJITDEDZCLPZPE, , , ,  ,  ,          ,             ,1999-10-13 10:41:57.430,2000-12-10 10:41:57.430,NULL,0.00,0.00,  
1975,YEONG,WUVWWKCXDEVMPY, , , ,  ,  ,          ,             ,1999-10-13 10:41:57.450,2000-12-10 10:41:57.450,NULL,0.00,0.00,  
1976,ZUCKER,TBYYRUTVCNCUOQ, , , ,  ,  ,          ,             ,1999-10-13 10:41:57.450,2000-12-10 10:41:57.450,NULL,0.00,0.00,  
1977,ANDERSON,KQMRHVDXJAGEQW, , , ,  ,  ,          ,             ,1999-10-13 10:41:57.680,2000-12-10 10:41:57.680,NULL,0.00,0.00,  
1978,BARR,JBNQU, , , ,  ,  ,          ,             ,1999-10-13 10:41:57.680,2000-12-10 10:41:57.680,NULL,0.00,0.00,  
1979,CHEN,WQDTCBJMUCQRY, , , ,  ,  ,          ,             ,1999-10-13 10:41:57.690,2000-12-10 10:41:57.690,NULL,0.00,0.00,  
1980,DORR,QHQGP, , , ,  ,  ,          ,             ,1999-10-13 10:41:57.690,2000-12-10 10:41:57.690,312,0.00,0.00,  
1981,EFLIN,NGZMVTBJMPGU, , , ,  ,  ,          ,             ,1999-10-13 10:41:57.700,2000-12-10 10:41:57.700,NULL,0.00,0.00,  
1982,FLORINI,FVVEWLYXGGLDBX, , , ,  ,  ,          ,             ,1999-10-13 10:41:57.700,2000-12-10 10:41:57.700,NULL,0.00,0.00,  
1983,GOHAN,WUQKJSFCJEUEYE, , , ,  ,  ,          ,             ,1999-10-13 10:41:57.710,2000-12-10 10:41:57.710,NULL,0.00,0.00,  
1984,HAHN,YOGUZKJHJXJXO, , , ,  ,  ,          ,             ,1999-10-13 10:41:57.710,2000-12-10 10:41:57.710,NULL,0.00,0.00,  
1985,INFANTE,HZBAVAKQIYAWPB, , , ,  ,  ,          ,             ,1999-10-13 10:41:57.720,2000-12-10 10:41:57.720,NULL,0.00,0.00,  
1986,JONES,YEJKOKEHBXKHSX, , , ,  ,  ,          ,             ,1999-10-13 10:41:57.720,2000-12-10 10:41:57.720,NULL,0.00,0.00,  
1987,KAHRMANN,LLJPEHPNBQFNDB, , , ,  ,  ,          ,             ,1999-10-13 10:41:57.730,2000-12-10 10:41:57.730,NULL,0.00,0.00,  
1988,LING,CZTBBSWXYUSTLM, , , ,  ,  ,          , ,1999-10-13 10:41:57.730,2000-12-10 10:41:57.730,NULL,0.00,0.00,  
1989,MAKAI,QVTJFBLA, , , ,  ,  ,          ,             ,1999-10-13 10:41:57.740,2000-12-10 10:41:57.740,NULL,0.00,0.00,  
1990,NELSON,QHIFOIVOFNLYWE, , , ,  ,  ,          ,             ,1999-10-13 10:41:57.740,2000-12-10 10:41:57.740,258,0.00,0.00,  
1991,OLPHANT,AJZOMC, , , ,  ,  ,          ,             ,1999-10-13 10:41:57.750,2000-12-10 10:41:57.750,NULL,0.00,0.00,  
1992,PAYNTER,LDENMACOAHILO, , , ,  ,  ,          ,             ,1999-10-13 10:41:57.750,2000-12-10 10:41:57.750,NULL,0.00,0.00,  
1993,QUINT,BEPNVMQQ, , , ,  ,  ,          ,             ,1999-10-13 10:41:57.760,2000-12-10 10:41:57.760,273,0.00,0.00,  
1994,RYAN,WRKCZBF, , , ,  ,  ,          ,             ,1999-10-13 10:41:57.760,2000-12-10 10:41:57.760,NULL,0.00,0.00,  
1995,STEIN,DQKCBPZPRXQOP, , , ,  ,  ,          ,             ,1999-10-13 10:41:57.760,2000-12-10 10:41:57.760,NULL,0.00,0.00,  
1996,TOLSKY,MFHZDMBMSTIUZG, , , ,  ,  ,          ,             ,1999-10-13 10:41:57.770,2000-12-10 10:41:57.770,NULL,0.00,0.00,  
1997,UNAKLET,MOUPGHHNMUY, , , ,  ,  ,          ,             ,1999-10-13 10:41:57.770,2000-12-10 10:41:57.770,NULL,0.00,0.00,  
1998,VANN,CJEHMPRJXGSPNN, , , ,  ,  ,          ,             ,1999-10-13 10:41:57.780,2000-12-10 10:41:57.780,NULL,0.00,0.00,  
1999,WOLFMULE,RRMQLBKPLY, , , ,  ,  ,          ,             ,1999-10-13 10:41:57.780,2000-12-10 10:41:57.780,NULL,0.00,0.00,  
2000,XAVIER,HLKTOM, , , ,  ,  ,          ,             ,1999-10-13 10:41:57.790,2000-12-10 10:41:57.790,NULL,0.00,0.00,  
2001,YEONG,NBXPPEABWERNTJ, , , ,  ,  ,          ,             ,1999-10-13 10:41:57.790,2000-12-10 10:41:57.790,NULL,0.00,0.00,  
2002,ZUCKER,BOSUKEQQNTWXV, , , ,  ,  ,          ,             ,1999-10-13 10:41:57.800,2000-12-10 10:41:57.800,NULL,0.00,0.00,  
2003,ANDERSON,ZQKVSUKESERIR, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.010,2000-12-10 10:41:58.010,NULL,0.00,0.00,  
2004,BARR,BZRMYXOLREETJD, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.010,2000-12-10 10:41:58.010,NULL,0.00,0.00,  
2005,CHEN,ZGXCYOHJPWGQLI, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.020,2000-12-10 10:41:58.020,408,0.00,0.00,  
2006,DORR,XEIGGVQV, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.020,2000-12-10 10:41:58.020,NULL,0.00,0.00,  
2007,EFLIN,WMDJWURKJTVTOH, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.030,2000-12-10 10:41:58.030,NULL,0.00,0.00,  
2008,FLORINI,CBGBUFBOTM, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.030,2000-12-10 10:41:58.030,NULL,0.00,0.00,  
2009,GOHAN,LECPGUMGN, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.040,2000-12-10 10:41:58.040,NULL,0.00,0.00,  
2010,HAHN,LDLSFLRIKJUYUU, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.040,2000-12-10 10:41:58.040,NULL,0.00,0.00,  
2011,INFANTE,WIIXJPMOFNNZIW, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.050,2000-12-10 10:41:58.050,NULL,0.00,0.00,  
2012,JONES,MHOTWPUGUWQKHC, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.050,2000-12-10 10:41:58.050,NULL,0.00,0.00,  
2013,KAHRMANN,WTVGDRKTTKBROV, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.060,2000-12-10 10:41:58.060,NULL,0.00,0.00,  
2014,LING,SNHKMDLOYDJQ, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.060,2000-12-10 10:41:58.060,NULL,0.00,0.00,  
2015,MAKAI,HMWNR, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.070,2000-12-10 10:41:58.070,389,0.00,0.00,  
2016,NELSON,PYOUWLUISCGY, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.070,2000-12-10 10:41:58.070,NULL,0.00,0.00,  
2017,OLPHANT,REROKTUKJCRSMW, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.080,2000-12-10 10:41:58.080,NULL,0.00,0.00,  
2018,PAYNTER,JPEGQPPSM, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.080,2000-12-10 10:41:58.080,NULL,0.00,0.00,  
2019,QUINT,IVBNENINWFHXYK, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.090,2000-12-10 10:41:58.090,NULL,0.00,0.00,  
2020,RYAN,BQGWMUJUYNFVSV, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.090,2000-12-10 10:41:58.090,NULL,0.00,0.00,  
2021,STEIN,IPBBZXY, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.100,2000-12-10 10:41:58.100,NULL,0.00,0.00,  
2022,TOLSKY,MFHKOXEZ, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.100,2000-12-10 10:41:58.100,NULL,0.00,0.00,  
2023,UNAKLET,IXPMCGGKBVSSNQ, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.110,2000-12-10 10:41:58.110,NULL,0.00,0.00,  
2024,VANN,VVJDDN, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.110,2000-12-10 10:41:58.110,194,0.00,0.00,  
2025,WOLFMULE,BCMS, , , ,  ,  ,          , ,1999-10-13 10:41:58.110,2000-12-10 10:41:58.110,NULL,0.00,0.00,  
2026,XAVIER,MTITZFTBGOFKLW, , , ,  ,  ,          , ,1999-10-13 10:41:58.120,2000-12-10 10:41:58.120,NULL,0.00,0.00,  
2027,YEONG,OHC, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.120,2000-12-10 10:41:58.120,NULL,0.00,0.00,  
2028,ZUCKER,CKRPFEOHFBIFGH, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.130,2000-12-10 10:41:58.130,411,0.00,0.00,  
2029,ANDERSON,HHPDLHUPAUKQN, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.350,2000-12-10 10:41:58.350,NULL,0.00,0.00,  
2030,BARR,XKGAQVQPADLTIU, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.360,2000-12-10 10:41:58.360,NULL,0.00,0.00,  
2031,CHEN,ETPOUHYVKXWTBS, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.360,2000-12-10 10:41:58.360,NULL,0.00,0.00,  
2032,DORR,SNLKE, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.370,2000-12-10 10:41:58.370,NULL,0.00,0.00,  
2033,EFLIN,LGUBYECGRX, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.370,2000-12-10 10:41:58.370,NULL,0.00,0.00,  
2034,FLORINI,KIEGIXUIHPEGHS, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.380,2000-12-10 10:41:58.380,NULL,0.00,0.00,  
2035,GOHAN,HJTBI, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.380,2000-12-10 10:41:58.380,494,0.00,0.00,  
2036,HAHN,OQBXFX, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.390,2000-12-10 10:41:58.390,NULL,0.00,0.00,  
2037,INFANTE,NAIHNNHHWXTBMW, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.390,2000-12-10 10:41:58.390,NULL,0.00,0.00,  
2038,JONES,VZKCMFM, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.400,2000-12-10 10:41:58.400,NULL,0.00,0.00,  
2039,KAHRMANN,JFQQLUQPKZURFN, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.400,2000-12-10 10:41:58.400,NULL,0.00,0.00,  
2040,LING,BGRSQKWROP, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.410,2000-12-10 10:41:58.410,401,0.00,0.00,  
2041,MAKAI,SCUWLJHSDIBJLC, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.410,2000-12-10 10:41:58.410,NULL,0.00,0.00,  
2042,NELSON,QJEQWHRINNRHEU, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.420,2000-12-10 10:41:58.420,NULL,0.00,0.00,  
2043,OLPHANT,DYYUVYHDSINQ, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.420,2000-12-10 10:41:58.420,306,0.00,0.00,  
2044,PAYNTER,QVTJMJOFJE, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.420,2000-12-10 10:41:58.420,NULL,0.00,0.00,  
2045,QUINT,GRQOVGWPNKOCHA, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.430,2000-12-10 10:41:58.430,NULL,0.00,0.00,  
2046,RYAN,RPVSFNZJPQM, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.430,2000-12-10 10:41:58.430,NULL,0.00,0.00,  
2047,STEIN,LMFWFDHTJKQLUO, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.440,2000-12-10 10:41:58.440,NULL,0.00,0.00,  
2048,TOLSKY,FSQOR, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.440,2000-12-10 10:41:58.440,NULL,0.00,0.00,  
2049,UNAKLET,HBWJSHQUJWHJGN, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.450,2000-12-10 10:41:58.450,490,0.00,0.00,  
2050,VANN,RORGAICGLNFBCC, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.450,2000-12-10 10:41:58.450,NULL,0.00,0.00,  
2051,WOLFMULE,WRDFHLLMYCCWIS, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.460,2000-12-10 10:41:58.460,NULL,0.00,0.00,  
2052,XAVIER,JIWKWJRGQL, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.460,2000-12-10 10:41:58.460,NULL,0.00,0.00,  
2053,YEONG,UTNQCZG, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.470,2000-12-10 10:41:58.470,NULL,0.00,0.00,  
2054,ZUCKER,BMO, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.470,2000-12-10 10:41:58.470,302,0.00,0.00,  
2055,ANDERSON,RXBRGLTUJGJRRE, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.670,2000-12-10 10:41:58.670,NULL,0.00,0.00,  
2056,BARR,QOHCORUVPC, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.680,2000-12-10 10:41:58.680,NULL,0.00,0.00,  
2057,CHEN,FXLU, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.680,2000-12-10 10:41:58.680,NULL,0.00,0.00,  
2058,DORR,SJQISNNMEDEVVZ, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.690,2000-12-10 10:41:58.690,NULL,0.00,0.00,  
2059,EFLIN,QECPTSWSVTJCMD, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.710,2000-12-10 10:41:58.710,NULL,0.00,0.00,  
2060,FLORINI,YTIHLFWYAFFWQE, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.720,2000-12-10 10:41:58.720,NULL,0.00,0.00,  
2061,GOHAN,KBLQJDSQDFR, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.720,2000-12-10 10:41:58.720,NULL,0.00,0.00,  
2062,HAHN,KUDTWHR, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.730,2000-12-10 10:41:58.730,NULL,0.00,0.00,  
2063,INFANTE,SMFNYEXOQU, , , ,  ,  ,          , ,1999-10-13 10:41:58.730,2000-12-10 10:41:58.730,NULL,0.00,0.00,  
2064,JONES,FZVPTNRMIEXJID, , , ,  ,  ,          , ,1999-10-13 10:41:58.740,2000-12-10 10:41:58.740,NULL,0.00,0.00,  
2065,KAHRMANN,PBUYSPGYDOES, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.740,2000-12-10 10:41:58.740,NULL,0.00,0.00,  
2066,LING,NIE, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.750,2000-12-10 10:41:58.750,NULL,0.00,0.00,  
2067,MAKAI,QTWFP, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.750,2000-12-10 10:41:58.750,NULL,0.00,0.00,  
2068,NELSON,VPNJODZSS, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.750,2000-12-10 10:41:58.750,NULL,0.00,0.00,  
2069,OLPHANT,XMGDOQZQRKTVXF, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.760,2000-12-10 10:41:58.760,297,0.00,0.00,  
2070,PAYNTER,YYVHYIQBWHJJ, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.760,2000-12-10 10:41:58.760,NULL,0.00,0.00,  
2071,QUINT,JKNYQNEFFBWF, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.770,2000-12-10 10:41:58.770,203,0.00,0.00,  
2072,RYAN,ZFUTPOGLHXGFCX, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.780,2000-12-10 10:41:58.780,NULL,0.00,0.00,  
2073,STEIN,UHGV, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.780,2000-12-10 10:41:58.780,365,0.00,0.00,  
2074,TOLSKY,HONWSIWGKNKCSE, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.790,2000-12-10 10:41:58.790,NULL,0.00,0.00,  
2075,UNAKLET,AHHCJIVCPIW, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.790,2000-12-10 10:41:58.790,NULL,0.00,0.00,  
2076,VANN,RHLPOJMGEHNSAF, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.800,2000-12-10 10:41:58.800,NULL,0.00,0.00,  
2077,WOLFMULE,DTBJSOTIYBOIKQ, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.800,2000-12-10 10:41:58.800,NULL,0.00,0.00,  
2078,XAVIER,QJYLVSPMURGEOF, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.810,2000-12-10 10:41:58.810,NULL,0.00,0.00,  
2079,YEONG,WHPK, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.810,2000-12-10 10:41:58.810,NULL,0.00,0.00,  
2080,ZUCKER,PFXQWZCQQMRAOY, , , ,  ,  ,          ,             ,1999-10-13 10:41:58.830,2000-12-10 10:41:58.830,NULL,0.00,0.00,  
2081,ANDERSON,SDMVPSRGKDFYXH, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.140,2000-12-10 10:41:59.140,NULL,0.00,0.00,  
2082,BARR,HYMYGVGCTPWCEY, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.140,2000-12-10 10:41:59.140,NULL,0.00,0.00,  
2083,CHEN,JGLCAUKPPWSV, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.150,2000-12-10 10:41:59.150,NULL,0.00,0.00,  
2084,DORR,VOC, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.150,2000-12-10 10:41:59.150,NULL,0.00,0.00,  
2085,EFLIN,FRUYWFKNTUZRGO, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.160,2000-12-10 10:41:59.160,NULL,0.00,0.00,  
2086,FLORINI,VPLIVQKQ, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.160,2000-12-10 10:41:59.160,NULL,0.00,0.00,  
2087,GOHAN,LQKUTWISRZK, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.170,2000-12-10 10:41:59.170,NULL,0.00,0.00,  
2088,HAHN,TQSFGBCRHSOYTG, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.170,2000-12-10 10:41:59.170,NULL,0.00,0.00,  
2089,INFANTE,VNYWBYOEYHHWYJ, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.183,2000-12-10 10:41:59.183,NULL,0.00,0.00,  
2090,JONES,KPUXXCHBRV, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.183,2000-12-10 10:41:59.183,NULL,0.00,0.00,  
2091,KAHRMANN,BMCDOUDKSIIJET, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.193,2000-12-10 10:41:59.193,NULL,0.00,0.00,  
2092,LING,DNDHTHAIYUKHTH, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.193,2000-12-10 10:41:59.193,NULL,0.00,0.00,  
2093,MAKAI,YRG, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.203,2000-12-10 10:41:59.203,NULL,0.00,0.00,  
2094,NELSON,MASJKJ, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.203,2000-12-10 10:41:59.203,NULL,0.00,0.00,  
2095,OLPHANT,QULAMQFDIAXBVK, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.213,2000-12-10 10:41:59.213,NULL,0.00,0.00,  
2096,PAYNTER,YVIN, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.213,2000-12-10 10:41:59.213,NULL,0.00,0.00,  
2097,QUINT,QJIMUBCFKGCRHF, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.223,2000-12-10 10:41:59.223,NULL,0.00,0.00,  
2098,RYAN,UJADM, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.223,2000-12-10 10:41:59.223,NULL,0.00,0.00,  
2099,STEIN,FVXRKUJUIJPCG, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.223,2000-12-10 10:41:59.223,NULL,0.00,0.00,  
2100,TOLSKY,JCWGCGOMXCLYGT, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.233,2000-12-10 10:41:59.233,NULL,0.00,0.00,  
2101,UNAKLET,MVE, , , ,  ,  ,          , ,1999-10-13 10:41:59.233,2000-12-10 10:41:59.233,NULL,0.00,0.00,  
2102,VANN,QLJTKIVTHWWKXH, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.243,2000-12-10 10:41:59.243,NULL,0.00,0.00,  
2103,WOLFMULE,NAXJEMQXIIICD, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.243,2000-12-10 10:41:59.243,NULL,0.00,0.00,  
2104,XAVIER,TCQHJSBIZ, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.253,2000-12-10 10:41:59.253,NULL,0.00,0.00,  
2105,YEONG,LUNOFSYSKGGQBC, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.253,2000-12-10 10:41:59.253,NULL,0.00,0.00,  
2106,ZUCKER,OMBCUPPQWDOMTD, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.263,2000-12-10 10:41:59.263,320,0.00,0.00,  
2107,ANDERSON,NSM, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.473,2000-12-10 10:41:59.473,NULL,0.00,0.00,  
2108,BARR,FHXDPOGO, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.473,2000-12-10 10:41:59.473,163,0.00,0.00,  
2109,CHEN,LEROM, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.483,2000-12-10 10:41:59.483,NULL,0.00,0.00,  
2110,DORR,DMOUZIX, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.483,2000-12-10 10:41:59.483,NULL,0.00,0.00,  
2111,EFLIN,VYKGMDLOAKNJKM, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.493,2000-12-10 10:41:59.493,NULL,0.00,0.00,  
2112,FLORINI,ULWBKXBROGQRKK, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.493,2000-12-10 10:41:59.493,NULL,0.00,0.00,  
2113,GOHAN,MVGEHJNPFH, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.503,2000-12-10 10:41:59.503,NULL,0.00,0.00,  
2114,HAHN,CMOFNPVFRTR, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.503,2000-12-10 10:41:59.503,NULL,0.00,0.00,  
2115,INFANTE,SJTNXBDO, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.513,2000-12-10 10:41:59.513,NULL,0.00,0.00,  
2116,JONES,RBVNGCYUPOA, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.513,2000-12-10 10:41:59.513,NULL,0.00,0.00,  
2117,KAHRMANN,ICODPZWD, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.513,2000-12-10 10:41:59.513,NULL,0.00,0.00,  
2118,LING,CUHHMTVJAFWILC, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.523,2000-12-10 10:41:59.523,NULL,0.00,0.00,  
2119,MAKAI,KURRINCVLZGWGF, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.533,2000-12-10 10:41:59.533,NULL,0.00,0.00,  
2120,NELSON,GAJBEJQJRMWVKA, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.533,2000-12-10 10:41:59.533,NULL,0.00,0.00,  
2121,OLPHANT,JAHHI, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.533,2000-12-10 10:41:59.533,366,0.00,0.00,  
2122,PAYNTER,KKLYXTMUTOEWNE, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.543,2000-12-10 10:41:59.543,NULL,0.00,0.00,  
2123,QUINT,VTYQQSQYPGKF, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.553,2000-12-10 10:41:59.553,NULL,0.00,0.00,  
2124,RYAN,RVLWFMSRDN, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.553,2000-12-10 10:41:59.553,NULL,0.00,0.00,  
2125,STEIN,BZORGJRTRIQVH, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.553,2000-12-10 10:41:59.553,NULL,0.00,0.00,  
2126,TOLSKY,AJMAEEQPYUWJOF, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.563,2000-12-10 10:41:59.563,NULL,0.00,0.00,  
2127,UNAKLET,ISNPCLRCXUFPOL, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.573,2000-12-10 10:41:59.573,NULL,0.00,0.00,  
2128,VANN,FHVQCKTCBZVJSX, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.573,2000-12-10 10:41:59.573,NULL,0.00,0.00,  
2129,WOLFMULE,WHIYKQDL, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.573,2000-12-10 10:41:59.573,NULL,0.00,0.00,  
2130,XAVIER,TAPDSTISMGVOFL, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.583,2000-12-10 10:41:59.583,260,0.00,0.00,  
2131,YEONG,BPSJGCPJKPQIXE, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.593,2000-12-10 10:41:59.593,NULL,0.00,0.00,  
2132,ZUCKER,YDWUZSCJSEQIOR, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.593,2000-12-10 10:41:59.593,NULL,0.00,0.00,  
2133,ANDERSON,MFFYWECWJNNQMK, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.783,2000-12-10 10:41:59.783,NULL,0.00,0.00,  
2134,BARR,FLXWI, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.793,2000-12-10 10:41:59.793,NULL,0.00,0.00,  
2135,CHEN,IHDKEFDI, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.793,2000-12-10 10:41:59.793,420,0.00,0.00,  
2136,DORR,SHSY, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.793,2000-12-10 10:41:59.793,NULL,0.00,0.00,  
2137,EFLIN,FKDJFPKFRXAEIF, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.803,2000-12-10 10:41:59.803,NULL,0.00,0.00,  
2138,FLORINI,CQNXQIBJUDMRDC, , , ,  ,  ,          , ,1999-10-13 10:41:59.803,2000-12-10 10:41:59.803,NULL,0.00,0.00,  
2139,GOHAN,FKKQKMKBC, , , ,  ,  ,          , ,1999-10-13 10:41:59.813,2000-12-10 10:41:59.813,161,0.00,0.00,  
2140,HAHN,AAJBCPDM, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.813,2000-12-10 10:41:59.813,NULL,0.00,0.00,  
2141,INFANTE,PKSPRPW, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.823,2000-12-10 10:41:59.823,NULL,0.00,0.00,  
2142,JONES,VPCFOLOTS, , , ,  ,  ,          ,             ,1999-10-13 10:41:59.823,2000-12-10 10:41:59.823,NULL,0.00,0.00,  
